"对象","编码","名称","颜色","现有图片","素材键","来源","文件状态","校对结论"
"成衣 SKU","STYLE-PRJ-202604-001-BLA-M","夏季棉麻度假裙","Black","/materials/pcs-reviewed/linen-dress-black.jpg","linen-dress-black","https://www.walmart.com/ip/16682320618","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-001-WHI-S","夏季棉麻度假裙","White","/materials/pcs-reviewed/linen-dress-white.jpg","linen-dress-white","https://pallajaipur.com/products/white-cotton-linen-dress","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202604-001-WHI-M","夏季棉麻度假裙","White","/materials/pcs-reviewed/linen-dress-white.jpg","linen-dress-white","https://pallajaipur.com/products/white-cotton-linen-dress","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-013-BLA-S","Celana Panjang Formal 正装西裤","Black","/materials/pcs-reviewed/trousers-black.jpg","trousers-black","https://suitsupply.com/en-us/men/trousers/suit-trousers","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-013-BLA-M","Celana Panjang Formal 正装西裤","Black","/materials/pcs-reviewed/trousers-black.jpg","trousers-black","https://suitsupply.com/en-us/men/trousers/suit-trousers","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-013-WHI-S","Celana Panjang Formal 正装西裤","White","/materials/pcs-reviewed/trousers-white.jpg","trousers-white","https://mogusuit.com/products/mogu-mens-slim-fit-flat-front-pants-solid-color","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","STYLE-PRJ-202603-013-WHI-M","Celana Panjang Formal 正装西裤","White","/materials/pcs-reviewed/trousers-white.jpg","trousers-white","https://mogusuit.com/products/mogu-mens-slim-fit-flat-front-pants-solid-color","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SPU-2026-018-BLA-S","设计款印花阔腿连体裤","Black","/materials/pcs-reviewed/jumpsuit-black.jpg","jumpsuit-black","https://www.tsc.ca/Nina-Leonard-Printed-Jumpsuit/pages/productdetails?nav=R%3A228149","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SPU-2026-018-BLA-M","设计款印花阔腿连体裤","Black","/materials/pcs-reviewed/jumpsuit-black.jpg","jumpsuit-black","https://www.tsc.ca/Nina-Leonard-Printed-Jumpsuit/pages/productdetails?nav=R%3A228149","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SPU-2026-018-WHI-S","设计款印花阔腿连体裤","White","/materials/pcs-reviewed/jumpsuit-white.jpg","jumpsuit-white","https://www.walmart.com/ip/Zunfeo-Women-s-Jumpsuit-Printed-Wide-Leg-Fashion-Slim-Suit-Pants-High-Waist-Relaxed-Fit-Sexy-Halterneck-Jumpsuit-Pants-White/1647164028","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SPU-2026-018-WHI-M","设计款印花阔腿连体裤","White","/materials/pcs-reviewed/jumpsuit-white.jpg","jumpsuit-white","https://www.walmart.com/ip/Zunfeo-Women-s-Jumpsuit-Printed-Wide-Leg-Fashion-Slim-Suit-Pants-High-Waist-Relaxed-Fit-Sexy-Halterneck-Jumpsuit-Pants-White/1647164028","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-001-S-WHT","春季休闲T恤","White","/materials/pcs-reviewed/tee-white.jpg","tee-white","https://www.thewarehouse.co.nz/p/hh-womens-essential-short-sleeve-crew-neck-tee/RM110161302-3M.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-001-M-WHT","春季休闲T恤","White","/materials/pcs-reviewed/tee-white.jpg","tee-white","https://www.thewarehouse.co.nz/p/hh-womens-essential-short-sleeve-crew-neck-tee/RM110161302-3M.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-001-L-BLK","春季休闲T恤","Black","/materials/pcs-reviewed/tee-black.jpg","tee-black","https://www.thewarehouse.co.nz/p/hh-womens-essential-short-sleeve-crew-neck-tee/RM110161302-1M.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-001-XL-BLK","春季休闲T恤","Black","/materials/pcs-reviewed/tee-black.jpg","tee-black","https://www.thewarehouse.co.nz/p/hh-womens-essential-short-sleeve-crew-neck-tee/RM110161302-1M.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-086-S-BLU","商务修身长袖衬衫","蓝白印花","/materials/pcs-reviewed/shirt-floral-blue.jpg","shirt-floral-blue","https://www.frenchconnection.com/products/long-sleeve-slim-fit-faded-flower-print-shirt-blue-multi","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-086-M-BLU","商务修身长袖衬衫","蓝白印花","/materials/pcs-reviewed/shirt-floral-blue.jpg","shirt-floral-blue","https://www.frenchconnection.com/products/long-sleeve-slim-fit-faded-flower-print-shirt-blue-multi","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-086-L-BLU","商务修身长袖衬衫","蓝白印花","/materials/pcs-reviewed/shirt-floral-blue.jpg","shirt-floral-blue","https://www.frenchconnection.com/products/long-sleeve-slim-fit-faded-flower-print-shirt-blue-multi","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-086-XL-BLU","商务修身长袖衬衫","蓝白印花","/materials/pcs-reviewed/shirt-floral-blue.jpg","shirt-floral-blue","https://www.frenchconnection.com/products/long-sleeve-slim-fit-faded-flower-print-shirt-blue-multi","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-085-S-OLV","户外轻量夹克","军绿","/materials/pcs-reviewed/jacket-army.jpg","jacket-army","https://northfinder.com/hu/1625-jackets","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-085-M-OLV","户外轻量夹克","军绿","/materials/pcs-reviewed/jacket-army.jpg","jacket-army","https://northfinder.com/hu/1625-jackets","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-085-L-OLV","户外轻量夹克","军绿","/materials/pcs-reviewed/jacket-army.jpg","jacket-army","https://northfinder.com/hu/1625-jackets","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-085-XL-OLV","户外轻量夹克","军绿","/materials/pcs-reviewed/jacket-army.jpg","jacket-army","https://northfinder.com/hu/1625-jackets","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-084-S-CRL","毛织撞色短袖上衣","珊瑚粉","/materials/pcs-reviewed/knit-coral.jpg","knit-coral","https://www.bluechicboutique.com/products/coral-and-pink-short-sleeve-sweater-1","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-084-M-CRL","毛织撞色短袖上衣","珊瑚粉","/materials/pcs-reviewed/knit-coral.jpg","knit-coral","https://www.bluechicboutique.com/products/coral-and-pink-short-sleeve-sweater-1","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-084-L-CRL","毛织撞色短袖上衣","珊瑚粉","/materials/pcs-reviewed/knit-coral.jpg","knit-coral","https://www.bluechicboutique.com/products/coral-and-pink-short-sleeve-sweater-1","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-084-XL-CRL","毛织撞色短袖上衣","珊瑚粉","/materials/pcs-reviewed/knit-coral.jpg","knit-coral","https://www.bluechicboutique.com/products/coral-and-pink-short-sleeve-sweater-1","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-083-S-RED","春季定位印花连衣裙","Red","/materials/pcs-reviewed/dress-red-print.jpg","dress-red-print","https://www.dames.ro/rochie-rosie-casual-cu-decolteu-in-v-imprimata-cu-model-floral.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-083-M-RED","春季定位印花连衣裙","Red","/materials/pcs-reviewed/dress-red-print.jpg","dress-red-print","https://www.dames.ro/rochie-rosie-casual-cu-decolteu-in-v-imprimata-cu-model-floral.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-083-L-RED","春季定位印花连衣裙","Red","/materials/pcs-reviewed/dress-red-print.jpg","dress-red-print","https://www.dames.ro/rochie-rosie-casual-cu-decolteu-in-v-imprimata-cu-model-floral.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-082-S-GRY","连帽拉链卫衣","雾霾灰","/materials/pcs-reviewed/hood-grey.jpg","hood-grey","https://ascolour.com/relax-zip-hood-5162/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-082-M-GRY","连帽拉链卫衣","雾霾灰","/materials/pcs-reviewed/hood-grey.jpg","hood-grey","https://ascolour.com/relax-zip-hood-5162/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-082-L-GRY","连帽拉链卫衣","雾霾灰","/materials/pcs-reviewed/hood-grey.jpg","hood-grey","https://ascolour.com/relax-zip-hood-5162/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-082-XL-GRY","连帽拉链卫衣","雾霾灰","/materials/pcs-reviewed/hood-grey.jpg","hood-grey","https://ascolour.com/relax-zip-hood-5162/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-001-M-WHT","春季休闲印花短袖 T 恤","White","/materials/pcs-reviewed/print-tee-white.jpg","print-tee-white","https://th.hm.com/th_en/regular-fit-t-shirt-0973277063.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-001-L-WHT","春季休闲印花短袖 T 恤","White","/materials/pcs-reviewed/print-tee-white.jpg","print-tee-white","https://th.hm.com/th_en/regular-fit-t-shirt-0973277063.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-001-M-BLK","春季休闲印花短袖 T 恤","Black","/materials/pcs-reviewed/print-tee-black.jpg","print-tee-black","https://www.zalando.pl/zoo-york-t-shirt-z-nadrukiem-black-1zo22o00j-q11.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-001-L-BLK","春季休闲印花短袖 T 恤","Black","/materials/pcs-reviewed/print-tee-black.jpg","print-tee-black","https://www.zalando.pl/zoo-york-t-shirt-z-nadrukiem-black-1zo22o00j-q11.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-017-S-NVY","Celana Pendek Pria","Navy","/materials/pcs-reviewed/shorts-navy.jpg","shorts-navy","https://www.atmosferasport.es/jackjones/pantalon-jack-and-jones-jpstjaiden-campaign-hybridbondi-srt-dark-navy-hombre-139924.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-017-M-NVY","Celana Pendek Pria","Navy","/materials/pcs-reviewed/shorts-navy.jpg","shorts-navy","https://www.atmosferasport.es/jackjones/pantalon-jack-and-jones-jpstjaiden-campaign-hybridbondi-srt-dark-navy-hombre-139924.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-017-L-NVY","Celana Pendek Pria","Navy","/materials/pcs-reviewed/shorts-navy.jpg","shorts-navy","https://www.atmosferasport.es/jackjones/pantalon-jack-and-jones-jpstjaiden-campaign-hybridbondi-srt-dark-navy-hombre-139924.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-017-XL-NVY","Celana Pendek Pria","Navy","/materials/pcs-reviewed/shorts-navy.jpg","shorts-navy","https://www.atmosferasport.es/jackjones/pantalon-jack-and-jones-jpstjaiden-campaign-hybridbondi-srt-dark-navy-hombre-139924.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-015-S-WHT","Kemeja Linen Pria","White","/materials/pcs-reviewed/linen-white.jpg","linen-white","https://www.muji.com/my/products/cmdty/detail/4550584638138","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-015-M-WHT","Kemeja Linen Pria","White","/materials/pcs-reviewed/linen-white.jpg","linen-white","https://www.muji.com/my/products/cmdty/detail/4550584638138","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-015-L-WHT","Kemeja Linen Pria","White","/materials/pcs-reviewed/linen-white.jpg","linen-white","https://www.muji.com/my/products/cmdty/detail/4550584638138","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-015-XL-WHT","Kemeja Linen Pria","White","/materials/pcs-reviewed/linen-white.jpg","linen-white","https://www.muji.com/my/products/cmdty/detail/4550584638138","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-008-S-PLB","Kemeja Flanel Pria","Plaid Blue","/materials/pcs-reviewed/flannel-blue.jpg","flannel-blue","https://www.samsclub.com/ip/Eddie-Bauer-Men-s-Bristol-Flannel-Shirt/13598050160","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-008-M-PLB","Kemeja Flanel Pria","Plaid Blue","/materials/pcs-reviewed/flannel-blue.jpg","flannel-blue","https://www.samsclub.com/ip/Eddie-Bauer-Men-s-Bristol-Flannel-Shirt/13598050160","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-008-L-PLB","Kemeja Flanel Pria","Plaid Blue","/materials/pcs-reviewed/flannel-blue.jpg","flannel-blue","https://www.samsclub.com/ip/Eddie-Bauer-Men-s-Bristol-Flannel-Shirt/13598050160","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-008-XL-PLB","Kemeja Flanel Pria","Plaid Blue","/materials/pcs-reviewed/flannel-blue.jpg","flannel-blue","https://www.samsclub.com/ip/Eddie-Bauer-Men-s-Bristol-Flannel-Shirt/13598050160","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-014-S-GRN","Rompi Pria Casual","Green","/materials/pcs-reviewed/vest-green.jpg","vest-green","https://www.brandsforless.com/en-ae/pull-and-bear-x-stwd-men-solid-vest-jacket-green/1879638/p/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-014-M-GRN","Rompi Pria Casual","Green","/materials/pcs-reviewed/vest-green.jpg","vest-green","https://www.brandsforless.com/en-ae/pull-and-bear-x-stwd-men-solid-vest-jacket-green/1879638/p/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-014-L-GRN","Rompi Pria Casual","Green","/materials/pcs-reviewed/vest-green.jpg","vest-green","https://www.brandsforless.com/en-ae/pull-and-bear-x-stwd-men-solid-vest-jacket-green/1879638/p/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-014-XL-GRN","Rompi Pria Casual","Green","/materials/pcs-reviewed/vest-green.jpg","vest-green","https://www.brandsforless.com/en-ae/pull-and-bear-x-stwd-men-solid-vest-jacket-green/1879638/p/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-005-S-GRY","Jaket Hoodie Unisex","Grey","/materials/pcs-reviewed/hood-grey.jpg","hood-grey","https://ascolour.com/relax-zip-hood-5162/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-005-M-GRY","Jaket Hoodie Unisex","Grey","/materials/pcs-reviewed/hood-grey.jpg","hood-grey","https://ascolour.com/relax-zip-hood-5162/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-005-L-GRY","Jaket Hoodie Unisex","Grey","/materials/pcs-reviewed/hood-grey.jpg","hood-grey","https://ascolour.com/relax-zip-hood-5162/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-005-XL-GRY","Jaket Hoodie Unisex","Grey","/materials/pcs-reviewed/hood-grey.jpg","hood-grey","https://ascolour.com/relax-zip-hood-5162/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-013-S-NVY","Jas Pria Formal","Navy","/materials/pcs-reviewed/suit-navy.jpg","suit-navy","https://m.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=2915048812","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-013-M-NVY","Jas Pria Formal","Navy","/materials/pcs-reviewed/suit-navy.jpg","suit-navy","https://m.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=2915048812","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-013-L-NVY","Jas Pria Formal","Navy","/materials/pcs-reviewed/suit-navy.jpg","suit-navy","https://m.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=2915048812","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-013-XL-NVY","Jas Pria Formal","Navy","/materials/pcs-reviewed/suit-navy.jpg","suit-navy","https://m.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=2915048812","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-004-S-WHT","Kaos Polos Premium","White","/materials/pcs-reviewed/tee-white.jpg","tee-white","https://www.thewarehouse.co.nz/p/hh-womens-essential-short-sleeve-crew-neck-tee/RM110161302-3M.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-004-M-WHT","Kaos Polos Premium","White","/materials/pcs-reviewed/tee-white.jpg","tee-white","https://www.thewarehouse.co.nz/p/hh-womens-essential-short-sleeve-crew-neck-tee/RM110161302-3M.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-004-L-WHT","Kaos Polos Premium","White","/materials/pcs-reviewed/tee-white.jpg","tee-white","https://www.thewarehouse.co.nz/p/hh-womens-essential-short-sleeve-crew-neck-tee/RM110161302-3M.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-004-XL-WHT","Kaos Polos Premium","White","/materials/pcs-reviewed/tee-white.jpg","tee-white","https://www.thewarehouse.co.nz/p/hh-womens-essential-short-sleeve-crew-neck-tee/RM110161302-3M.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-010-S-BLK","Celana Jogger Pria","Black","/materials/pcs-reviewed/jogger-black.jpg","jogger-black","https://www.walmart.com/ip/682669963","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-010-M-BLK","Celana Jogger Pria","Black","/materials/pcs-reviewed/jogger-black.jpg","jogger-black","https://www.walmart.com/ip/682669963","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-010-L-BLK","Celana Jogger Pria","Black","/materials/pcs-reviewed/jogger-black.jpg","jogger-black","https://www.walmart.com/ip/682669963","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-010-XL-BLK","Celana Jogger Pria","Black","/materials/pcs-reviewed/jogger-black.jpg","jogger-black","https://www.walmart.com/ip/682669963","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-012-S-BEG","Cardigan Wanita","Beige","/materials/pcs-reviewed/cardigan-beige.jpg","cardigan-beige","https://www.walmart.com/ip/15302453426","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-012-M-BEG","Cardigan Wanita","Beige","/materials/pcs-reviewed/cardigan-beige.jpg","cardigan-beige","https://www.walmart.com/ip/15302453426","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-012-L-BEG","Cardigan Wanita","Beige","/materials/pcs-reviewed/cardigan-beige.jpg","cardigan-beige","https://www.walmart.com/ip/15302453426","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-012-XL-BEG","Cardigan Wanita","Beige","/materials/pcs-reviewed/cardigan-beige.jpg","cardigan-beige","https://www.walmart.com/ip/15302453426","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-003-30-NVY","Celana Panjang Formal","Navy","/materials/pcs-reviewed/trousers-navy.jpg","trousers-navy","https://www.myntra.com/trousers/raymond/raymond-men-contemporary-fit-formal-trouser/28749478/buy","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-003-32-NVY","Celana Panjang Formal","Navy","/materials/pcs-reviewed/trousers-navy.jpg","trousers-navy","https://www.myntra.com/trousers/raymond/raymond-men-contemporary-fit-formal-trouser/28749478/buy","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-003-34-NVY","Celana Panjang Formal","Navy","/materials/pcs-reviewed/trousers-navy.jpg","trousers-navy","https://www.myntra.com/trousers/raymond/raymond-men-contemporary-fit-formal-trouser/28749478/buy","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-003-36-NVY","Celana Panjang Formal","Navy","/materials/pcs-reviewed/trousers-navy.jpg","trousers-navy","https://www.myntra.com/trousers/raymond/raymond-men-contemporary-fit-formal-trouser/28749478/buy","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-016-S-CHP","Blus Wanita Satin","Champagne","/materials/pcs-reviewed/blouse-champagne.webp","blouse-champagne","https://co.ebay.com/b/Satin-Blouses-White-Tops-for-Women/53159/bn_100192078","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-016-M-CHP","Blus Wanita Satin","Champagne","/materials/pcs-reviewed/blouse-champagne.webp","blouse-champagne","https://co.ebay.com/b/Satin-Blouses-White-Tops-for-Women/53159/bn_100192078","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-016-L-CHP","Blus Wanita Satin","Champagne","/materials/pcs-reviewed/blouse-champagne.webp","blouse-champagne","https://co.ebay.com/b/Satin-Blouses-White-Tops-for-Women/53159/bn_100192078","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-016-XL-CHP","Blus Wanita Satin","Champagne","/materials/pcs-reviewed/blouse-champagne.webp","blouse-champagne","https://co.ebay.com/b/Satin-Blouses-White-Tops-for-Women/53159/bn_100192078","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-011-S-CRM","Sweater Rajut Wanita","Cream","/materials/pcs-reviewed/sweater-cream.jpg","sweater-cream","https://www2.hm.com/pl_pl/productpage.1197654004.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-011-M-CRM","Sweater Rajut Wanita","Cream","/materials/pcs-reviewed/sweater-cream.jpg","sweater-cream","https://www2.hm.com/pl_pl/productpage.1197654004.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-011-L-CRM","Sweater Rajut Wanita","Cream","/materials/pcs-reviewed/sweater-cream.jpg","sweater-cream","https://www2.hm.com/pl_pl/productpage.1197654004.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-011-XL-CRM","Sweater Rajut Wanita","Cream","/materials/pcs-reviewed/sweater-cream.jpg","sweater-cream","https://www2.hm.com/pl_pl/productpage.1197654004.html","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-009-S-WHT","Polo Shirt Pique","White","/materials/pcs-reviewed/polo-white.jpg","polo-white","https://ascolour.com/chad-polo-5402/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-009-M-WHT","Polo Shirt Pique","White","/materials/pcs-reviewed/polo-white.jpg","polo-white","https://ascolour.com/chad-polo-5402/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-009-L-WHT","Polo Shirt Pique","White","/materials/pcs-reviewed/polo-white.jpg","polo-white","https://ascolour.com/chad-polo-5402/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
"成衣 SKU","SKU-009-XL-WHT","Polo Shirt Pique","White","/materials/pcs-reviewed/polo-white.jpg","polo-white","https://ascolour.com/chad-polo-5402/","本地存在且哈希一致","已校对 Mock 品类/颜色实拍；不作为真实实物身份或尺寸凭据"
